SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-27-2018,Multi-Family (2-4 Unit),5 Lambert Ave,Boston,MA,02119,981000,7,3.0,Roxbury's Fort Hill,4800,4782,1850,9,204,,Sold,,,http://www.redfin.com/MA/Boston/5-Lambert-Ave-02119/home/9293688,MLS PIN,72288816,N,Y,42.3285972,-71.0896803
PAST SALE,May-21-2018,Multi-Family (2-4 Unit),10 Brinton,Boston,MA,02119,1110000,9,3.0,Roxbury,2757,4467,1905,76,403,,Sold,,,http://www.redfin.com/MA/Boston/10-Brinton-St-02119/unit-10A/home/9294517,MLS PIN,72299110,N,Y,42.3204349,-71.0923686
PAST SALE,,Condo/Co-op,2855 Washington St #12,Boston,MA,02119,450000,3,2.5,,1721,,1930,,261,,,,,http://www.redfin.com/MA/Boston/2855-Washington-St-02119/unit-12/home/9327031,,,N,Y,42.3208,-71.0937456
PAST SALE,,Condo/Co-op,2400 Washington St #2,Roxbury,MA,02119,375000,3,1.0,,1020,,1905,,368,,,,,http://www.redfin.com/MA/Roxbury/2400-Washington-St-02119/unit-2/home/11837703,,,N,Y,42.3284938,-71.0857174
PAST SALE,,Condo/Co-op,"#73",Boston,MA,02120,535000,3,1.0,,1535,,1989,,349,,,,,http://www.redfin.com/MA/Boston/Unknown-02120/unit-73/home/9288436,,,N,Y,42.3313358,-71.0954744
PAST SALE,July-10-2018,Single Family Residential,2 Saint James Pl,Boston,MA,02119,475000,4,1.5,Roxbury's Fort Hill,1255,754,1920,26,378,,Sold,,,http://www.redfin.com/MA/Boston/2-St-James-Pl-02119/home/9289176,MLS PIN,72314195,N,Y,42.326638,-71.08649
PAST SALE,July-12-2018,Single Family Residential,116 Marcella St,Boston,MA,02119,720000,3,2.5,Boston,1671,1820,1865,24,431,,Sold,,,http://www.redfin.com/MA/Boston/116-Marcella-St-02119/home/9292483,MLS PIN,72323547,N,Y,42.3245906,-71.0965162
PAST SALE,,Single Family Residential,27 Marcella St Unit 27A,Boston,MA,02119,639000,4,1.5,,2672,8877,1870,,239,,,,,http://www.redfin.com/MA/Boston/27-Marcella-St-02119/unit-27A/home/9292684,,,N,Y,42.3219119,-71.0946941
PAST SALE,,Condo/Co-op,Apt 4,Boston,MA,02120,379000,1,1.0,,1078,,1910,,352,,,,,http://www.redfin.com/MA/Boston/Unknown-02120/unit-4/home/9298408,,,N,Y,42.3313358,-71.0954744
PAST SALE,June-6-2018,Condo/Co-op,823 E BROADWAY #2,Boston,MA,02127,900000,2,2.0,South Boston,1273,,1875,60,707,275,Sold,,,http://www.redfin.com/MA/Boston/823-E-Broadway-02127/unit-2/home/145603979,MLS PIN,72324776,N,Y,42.3354974,-71.0315995
PAST SALE,May-30-2018,Multi-Family (2-4 Unit),45 M St,Boston,MA,02127,1725000,7,4.0,South Boston,3408,2744,1880,67,506,,Sold,,,http://www.redfin.com/MA/Boston/45-M-St-02127/home/9197907,MLS PIN,72291819,N,Y,42.33663,-71.033654
PAST SALE,,Condo/Co-op,549 E 3rd St #3,Boston,MA,02127,604000,2,1.0,,728,,1899,,830,,,,,http://www.redfin.com/MA/Boston/549-E-3rd-St-02127/unit-3/home/9227582,,,N,Y,42.3362457,-71.0378028
PAST SALE,June-28-2018,Condo/Co-op,823 E BROADWAY #1,Boston,MA,02127,899000,2,2.5,South Boston,1418,,1875,38,634,275,Sold,,,http://www.redfin.com/MA/Boston/823-E-Broadway-02127/unit-1/home/145592589,MLS PIN,72323831,N,Y,42.3354974,-71.0315995
PAST SALE,June-14-2018,Condo/Co-op,60 H St Unit C,Boston,MA,02127,550000,2,1.0,South Boston,824,,1890,52,667,150,Sold,,,http://www.redfin.com/MA/Boston/60-H-St-02127/unit-C/home/9186116,MLS PIN,72314425,N,Y,42.3359395,-71.0413907
PAST SALE,,Multi-Family (2-4 Unit),81 P St,Boston,MA,02127,1100000,7,3.0,,3093,1441,1890,,356,,,,,http://www.redfin.com/MA/Boston/81-P-St-02127/home/9197002,,,N,Y,42.3354347,-71.0273279
PAST SALE,June-21-2018,Multi-Family (2-4 Unit),815 E Broadway,Boston,MA,02127,1926000,4,3.5,South Boston,3455,,1890,45,557,,Sold,,,http://www.redfin.com/MA/Boston/815-E-Broadway-02127/home/9197511,MLS PIN,72276640,N,Y,42.3354867,-71.031971
PAST SALE,June-19-2018,Condo/Co-op,774 E 3rd St #1,Boston,MA,02127,805000,1,1.5,South Boston,1367,1734,2010,47,589,357,Sold,,,http://www.redfin.com/MA/Boston/774-E-3rd-St-02127/unit-1/home/40353161,MLS PIN,72321977,N,Y,42.3367318,-71.0287851
PAST SALE,June-22-2018,Condo/Co-op,532 E Broadway #2,Boston,MA,02127,820000,2,2.0,South Boston,1037,1037,1890,44,791,200,Sold,,,http://www.redfin.com/MA/Boston/532-E-Broadway-02127/unit-2/home/45368594,MLS PIN,72327008,N,Y,42.3358435,-71.0430739
PAST SALE,May-25-2018,Townhouse,66 N St #4,Boston,MA,02127,802000,3,2.0,South Boston,1562,1562,1899,72,513,310,Sold,,,http://www.redfin.com/MA/Boston/66-N-St-02127/unit-4/home/9307106,MLS PIN,72296118,N,Y,42.3361977,-71.0309672
PAST SALE,July-18-2018,Condo/Co-op,823 E BROADWAY #4,Boston,MA,02127,1179000,2,2.0,South Boston,1415,,1875,18,833,275,Sold,,,http://www.redfin.com/MA/Boston/823-E-Broadway-02127/unit-4/home/145667112,MLS PIN,72328723,N,Y,42.3354974,-71.0315995
PAST SALE,June-27-2018,Condo/Co-op,540 E Broadway Unit 3C,Boston,MA,02127,812500,2,2.0,South Boston,952,,2000,39,853,410,Sold,,,http://www.redfin.com/MA/Boston/540-E-Broadway-02127/unit-3C/home/9303262,MLS PIN,72324483,N,Y,42.3358575,-71.0426035
PAST SALE,,Condo/Co-op,531 E 3rd St #2,Boston,MA,02127,660000,2,1.0,,942,,2009,,701,,,,,http://www.redfin.com/MA/Boston/531-E-3rd-St-02127/unit-2/home/39913536,,,N,Y,42.3362639,-71.0385807
PAST SALE,June-29-2018,Condo/Co-op,58-60 I St #2,Boston,MA,02127,575000,2,1.5,Boston,840,840,1900,37,685,150,Sold,,,http://www.redfin.com/MA/Boston/58-I-St-02127/unit-2/home/9186131,MLS PIN,72324581,N,Y,42.3361497,-71.0397299
PAST SALE,,Multi-Family (5+ Unit),514 E Broadway,Boston,MA,02127,1695000,,,,3502,5142,1910,,484,,,,,http://www.redfin.com/MA/Boston/514-E-Broadway-02127/home/9198898,,,N,Y,42.335813,-71.043743
PAST SALE,August-1-2018,Condo/Co-op,591 E 3rd St #5,Boston,MA,02127,1225000,3,2.5,South Boston,1833,,2007,4,668,741,Sold,,,http://www.redfin.com/MA/Boston/591-E-3rd-St-02127/unit-5/home/12419574,MLS PIN,72339543,N,Y,42.3362523,-71.0362067
PAST SALE,June-8-2018,Condo/Co-op,735 E 3Rd St #3,Boston,MA,02127,849000,3,2.0,South Boston,1204,1204,1905,58,705,175,Sold,,,http://www.redfin.com/MA/Boston/735-E-3rd-St-02127/unit-3/home/17310137,MLS PIN,72310034,N,Y,42.3363414,-71.0299454
PAST SALE,June-14-2018,Condo/Co-op,59 P St #2,Boston,MA,02127,499000,1,1.0,South Boston,548,548,1890,52,911,145,Sold,,,http://www.redfin.com/MA/Boston/59-P-St-02127/unit-2/home/9323423,MLS PIN,72310746,N,Y,42.3362951,-71.027464
PAST SALE,June-15-2018,Condo/Co-op,709 E Broadway #2,Boston,MA,02127,667500,2,2.0,South Boston,1099,1099,1910,51,607,170,Sold,,,http://www.redfin.com/MA/Boston/709-E-Broadway-02127/unit-2/home/55317160,MLS PIN,72303997,N,Y,42.3353811,-71.037004
PAST SALE,July-10-2018,Condo/Co-op,762 E Broadway #1,Boston,MA,02127,504000,2,1.0,South Boston,806,,1900,26,625,140,Sold,,,http://www.redfin.com/MA/Boston/762-E-Broadway-02127/unit-1/home/9186188,MLS PIN,72319101,N,Y,42.3359123,-71.034942
PAST SALE,July-6-2018,Condo/Co-op,789 E 3rd St #2,Boston,MA,02127,697000,2,1.5,South Boston,1065,1065,1890,30,654,250,Sold,,,http://www.redfin.com/MA/Boston/789-E-3rd-St-02127/unit-2/home/9186345,MLS PIN,72291145,N,Y,42.3363675,-71.0282471
PAST SALE,,Condo/Co-op,850 E Broadway #1,Boston,MA,02127,925000,2,2.0,,1913,,1905,,484,,,,,http://www.redfin.com/MA/Boston/850-E-Broadway-02127/unit-1/home/11837419,,,N,Y,42.3359902,-71.0303428
PAST SALE,,Condo/Co-op,181 K St Apt 3,Boston,MA,02127,438000,1,1.0,,408,,1890,,1074,,,,,http://www.redfin.com/MA/Boston/181-K-St-02127/unit-3/home/12439711,,,N,Y,42.3367831,-71.0376038
PAST SALE,May-8-2018,Condo/Co-op,64 Ashland St #1,Boston,MA,02122,380000,2,1.0,Dorchester,715,,1944,89,531,192,Sold,,,http://www.redfin.com/MA/Boston/64-Ashland-St-02122/unit-1/home/137898776,MLS PIN,72265808,N,Y,42.3000629,-71.0504734
PAST SALE,May-8-2018,Townhouse,49 Coffey St Unit B,Boston,MA,02122,775000,3,3.5,Dorchester,2000,,2017,89,388,216,Sold,,,http://www.redfin.com/MA/Boston/49-Coffey-St-02122/unit-B/home/144230420,MLS PIN,72298106,N,Y,42.2888273,-71.0485443
PAST SALE,May-25-2018,Townhouse,35 Wenlock Rd #35,Boston,MA,02122,500000,2,1.5,Dorchester's Neponset,1448,,1986,72,345,300,Sold,,,http://www.redfin.com/MA/Boston/35-Wenlock-Rd-02122/unit-35/home/113235900,MLS PIN,72278277,N,Y,42.284272,-71.0483383
PAST SALE,May-30-2018,Townhouse,7 Payne St #3,Boston,MA,02122,685000,3,3.5,Boston,2075,,2015,67,330,187,Sold,,,http://www.redfin.com/MA/Boston/7-Payne-St-02122/unit-3/home/145121438,MLS PIN,72292588,N,Y,42.2949607,-71.0513439
PAST SALE,June-1-2018,Condo/Co-op,82 Train St #3,Boston,MA,02122,530000,3,1.0,Dorchester's Neponset,1545,,1900,65,343,250,Sold,,,http://www.redfin.com/MA/Boston/82-Train-St-02122/unit-3/home/145184464,MLS PIN,72296054,N,Y,42.2930655,-71.0541178
PAST SALE,,Multi-Family (2-4 Unit),38 Robinson St,Dorchester,MA,02122,500000,8,3.0,,4554,5614,1905,,110,,,,,http://www.redfin.com/MA/Dorchester/38-Robinson-St-02122/home/9081001,,,N,Y,42.3026125,-71.0621498
PAST SALE,,Condo/Co-op,7 Payne St #3,Boston,MA,02122,685000,3,3.5,,1884,,2015,,364,,,,,http://www.redfin.com/MA/Boston/7-Payne-St-02122/unit-3/home/114037060,,,N,Y,42.2949607,-71.0513439
PAST SALE,,Multi-Family (2-4 Unit),157 Adams St,Dorchester,MA,02122,895000,9,3.0,,3735,2405,1905,,240,,,,,http://www.redfin.com/MA/Dorchester/157-Adams-St-02122/home/9084230,,,N,Y,42.3034387,-71.0608963
PAST SALE,June-12-2018,Townhouse,51C Coffey St Unit C,Boston,MA,02122,789000,3,3.5,Boston,1973,,2018,54,400,212,Sold,,,http://www.redfin.com/MA/Boston/51-Coffey-St-02122/unit-C/home/145297734,MLS PIN,72306014,N,Y,42.2888883,-71.0483595
PAST SALE,June-18-2018,Condo/Co-op,48 Dix #3,Boston,MA,02122,489000,2,2.0,Dorchester's Dorchester Center,1094,3000,1905,48,447,175,Sold,,,http://www.redfin.com/MA/Boston/48-Dix-St-02122/unit-3/home/145628879,MLS PIN,72325531,N,Y,42.2956203,-71.0596032
PAST SALE,,Single Family Residential,241 Adams St,Dorchester,MA,02122,497000,5,3.0,,1622,4426,1940,,306,,,,,http://www.redfin.com/MA/Dorchester/241-Adams-St-02122/home/9066143,,,N,Y,42.3007564,-71.0595499
PAST SALE,June-15-2018,Multi-Family (2-4 Unit),25 Saint Marks Rd,Boston,MA,02124,800000,6,3.0,Dorchester,3441,3120,1905,51,232,,Sold,,,http://www.redfin.com/MA/Boston/25-St-Marks-Rd-02124/home/9083312,MLS PIN,72312670,N,Y,42.2914388,-71.0611284
PAST SALE,June-25-2018,Townhouse,28 Park St #5,Boston,MA,02122,865000,4,3.5,Dorchester,1644,,2018,41,526,350,Sold,,,http://www.redfin.com/MA/Boston/28-Park-St-02122/unit-5/home/145995418,MLS PIN,72340950,N,Y,42.3014156,-71.0538393
PAST SALE,June-26-2018,Townhouse,28 Park #3,Boston,MA,02122,725000,2,2.5,Dorchester,1622,,2018,40,447,250,Sold,,,http://www.redfin.com/MA/Boston/28-Park-St-02122/unit-3/home/145500592,MLS PIN,72314955,N,Y,42.3014156,-71.0538393
PAST SALE,June-27-2018,Townhouse,28 Park #1,Boston,MA,02122,701000,2,3.5,Dorchester,1440,,2018,39,487,250,Sold,,,http://www.redfin.com/MA/Boston/28-Park-St-02122/unit-1/home/145298315,MLS PIN,72306108,N,Y,42.3014156,-71.0538393
PAST SALE,June-26-2018,Condo/Co-op,27 Whitten #1,Boston,MA,02122,525000,2,1.5,Dorchester,1006,,1925,40,522,200,Sold,,,http://www.redfin.com/MA/Boston/27-Whitten-St-02122/unit-1/home/145552803,MLS PIN,72320120,N,Y,42.2929337,-71.0605249
PAST SALE,July-5-2018,Townhouse,28 Park #2,Boston,MA,02122,730000,2,2.5,Dorchester,1642,,2018,31,445,250,Sold,,,http://www.redfin.com/MA/Boston/28-Park-St-02122/unit-2/home/145302339,MLS PIN,72306783,N,Y,42.3014156,-71.0538393
PAST SALE,June-29-2018,Townhouse,5 Louis Ter Unit 5B,Boston,MA,02124,467000,2,1.5,Boston,950,950,2010,37,492,244,Sold,,,http://www.redfin.com/MA/Boston/5-Louis-Ter-02124/unit-5B/home/77523602,MLS PIN,72331644,N,Y,42.2877959,-71.0568771
PAST SALE,May-21-2018,Condo/Co-op,43 Rosemont St #1,Boston,MA,02122,425000,2,1.0,Dorchester,1014,1014,2000,76,419,240,Sold,,,http://www.redfin.com/MA/Boston/43-Rosemont-St-02122/unit-1/home/9312057,MLS PIN,72306891,N,Y,42.2928438,-71.0547328
PAST SALE,July-16-2018,Single Family Residential,1 O'Donnell Sq,Boston,MA,02122,635000,4,2.5,Dorchester,3000,3100,1912,20,212,,Sold,,,http://www.redfin.com/MA/Dorchester/1-O-Donnell-Sq-02122/home/9099486,MLS PIN,72328181,N,Y,42.2901016,-71.0480821
PAST SALE,,Townhouse,5 Louis Ter Unit 5B,Boston,MA,02124,467000,2,1.5,,925,925,2010,,505,,,,,http://www.redfin.com/MA/Boston/5-Louis-Ter-02124/unit-5B/home/40081303,,,N,Y,42.2877959,-71.0568771
PAST SALE,June-28-2018,Condo/Co-op,436 Ashmont St #1,Boston,MA,02122,421000,2,1.0,Dorchester's Ashmont,995,995,1905,38,423,225,Sold,,,http://www.redfin.com/MA/Boston/436-Ashmont-St-02122/unit-1/home/9305755,MLS PIN,72285039,N,Y,42.2885089,-71.0551577
PAST SALE,June-28-2018,Condo/Co-op,33 King St #2,Boston,MA,02122,380000,2,1.0,Dorchester's Dorchester Center,927,3040,1905,38,410,168,Sold,,,http://www.redfin.com/MA/Boston/33-King-St-02122/unit-2/home/21718663,MLS PIN,72327746,N,Y,42.2924332,-71.0593107
PAST SALE,June-28-2018,Single Family Residential,19 Frost Ave,Boston,MA,02122,810000,6,1.5,Popes Hill,3500,7900,1900,38,231,,Sold,,,http://www.redfin.com/MA/Dorchester/19-Frost-Ave-02122/home/9094551,MLS PIN,72314705,N,Y,42.2907238,-71.0506357
PAST SALE,May-29-2018,Condo/Co-op,17 Lafield #2,Boston,MA,02122,560000,3,2.0,Dorchester,1325,,2008,68,423,258,Sold,,,http://www.redfin.com/MA/Boston/17-Lafield-St-02122/unit-2/home/12436533,MLS PIN,72295483,N,Y,42.2946086,-71.0596746
PAST SALE,July-25-2018,Multi-Family (2-4 Unit),15 Centre Ct,Boston,MA,02122,448000,5,2.0,Dorchester,1952,2260,1905,11,230,,Sold,,,http://www.redfin.com/MA/Dorchester/15-Centre-Ct-02122/home/9077957,MLS PIN,72260587,N,Y,42.2955452,-71.0573214
PAST SALE,July-26-2018,Condo/Co-op,48 Coffey St Unit 5B,Boston,MA,02122,305000,1,1.0,Dorchester's Neponset,680,680,1968,10,449,272,Sold,,,http://www.redfin.com/MA/Dorchester/48-Coffey-St-02122/unit-5B/home/12431423,MLS PIN,72352796,N,Y,42.2892715,-71.0489875
PAST SALE,July-31-2018,Condo/Co-op,89 Train St #3,Boston,MA,02122,485000,2,1.5,Dorchester,927,,1885,5,523,175,Sold,,,http://www.redfin.com/MA/Dorchester/89-Train-St-02122/unit-3/home/28552627,MLS PIN,72323767,N,Y,42.2927415,-71.0543964
PAST SALE,August-1-2018,Single Family Residential,21 Sylvester Rd,Boston,MA,02122,753000,3,3.5,Dorchester,2348,4697,2017,4,321,,Sold,,,http://www.redfin.com/MA/Boston/21-Sylvester-Rd-02122/home/145286001,MLS PIN,72316314,N,Y,42.2850563,-71.0476526
PAST SALE,July-31-2018,Multi-Family (2-4 Unit),9-11 Christopher Strret,Boston,MA,02122,805000,9,3.0,Dorchester's Fields Corner,3174,4310,1921,5,254,,Sold,,,http://www.redfin.com/MA/Boston/9-Christopher-St-02122/home/9066746,MLS PIN,72333130,N,Y,42.2979105,-71.0600955
PAST SALE,June-8-2018,Condo/Co-op,39 Fenton St #5,Boston,MA,02122,480000,3,2.0,Dorchester,1455,1455,2004,58,330,416,Sold,,,http://www.redfin.com/MA/Boston/39-Fenton-St-02122/unit-5/home/9326435,MLS PIN,72301767,N,Y,42.3033132,-71.056553
PAST SALE,July-31-2018,Multi-Family (2-4 Unit),97 Pierce Ave,Boston,MA,02122,879000,5,3.5,Dorchester's Neponset,1986,9693,1890,5,443,,Sold,,,http://www.redfin.com/MA/Dorchester/97-Pierce-Ave-02122/home/9098358,MLS PIN,72337813,N,Y,42.2877804,-71.0499393
PAST SALE,,Condo/Co-op,135 Neponset Ave Apt 41,Boston,MA,02122,192000,2,1.0,,732,,1965,,262,,,,,http://www.redfin.com/MA/Boston/135-Neponset-Ave-02122/unit-41/home/12432065,,,N,Y,42.2937139,-71.0521306
PAST SALE,July-31-2018,Condo/Co-op,28 Mallet St #3,Boston,MA,02124,351000,1,1.0,Boston,703,3200,1920,5,499,246,Sold,,,http://www.redfin.com/MA/Boston/28-Mallet-St-02124/unit-3/home/18995674,MLS PIN,72337870,N,Y,42.2902895,-71.0577347
PAST SALE,June-15-2018,Townhouse,39 Fenton St #6,Boston,MA,02122,475000,3,2.0,Dorchester,1455,,2004,51,326,416,Sold,,,http://www.redfin.com/MA/Boston/39-Fenton-St-02122/unit-6/home/9330485,MLS PIN,72297186,N,Y,42.3033132,-71.056553
PAST SALE,July-11-2018,Townhouse,13 Park #6,Boston,MA,02122,745000,3,2.5,Dorchester,1922,,2007,25,388,350,Sold,,,http://www.redfin.com/MA/Boston/13-Park-St-02122/unit-6/home/39913136,MLS PIN,72329514,N,Y,42.3023146,-71.053786
PAST SALE,July-12-2018,Condo/Co-op,55 Whitten St #3,Boston,MA,02122,516000,3,2.0,Dorchester,1250,,1925,24,413,215,Sold,,,http://www.redfin.com/MA/Boston/55-Whitten-St-02122/unit-3/home/114037065,MLS PIN,72328811,N,Y,42.2934055,-71.0584645
PAST SALE,May-14-2018,Condo/Co-op,14 Asticou Rd #1,Boston,MA,02130,585000,3,1.0,Jamaica Plain,1193,2780,1910,83,490,154,Sold,,,http://www.redfin.com/MA/Boston/14-Asticou-Rd-02130/unit-1/home/145311807,MLS PIN,72308589,N,Y,42.3001714,-71.1151663
PAST SALE,May-15-2018,Condo/Co-op,143-171 Hyde Park Ave Unit 145A,Boston,MA,02130,749000,3,2.5,Jamaica Plain,1649,52356,2017,82,454,419,Sold,,,http://www.redfin.com/MA/Boston/143-Hyde-Park-Ave-02130/unit-145A/home/145090148,MLS PIN,72290951,N,Y,42.2983186,-71.1148084
PAST SALE,May-14-2018,Condo/Co-op,143-171 Hyde Park Ave Unit 157A,Boston,MA,02130,815000,3,2.5,Jamaica Plain,1649,52356,2017,83,494,419,Sold,,,http://www.redfin.com/MA/Boston/143-Hyde-Park-Ave-02130/unit-157A/home/145163734,MLS PIN,72294960,N,Y,42.2983186,-71.1148084
PAST SALE,July-16-2018,Condo/Co-op,210 Wachusett St #1,Boston,MA,02130,502000,3,1.0,Jamaica Plain,1334,,1920,20,376,188,Sold,,,http://www.redfin.com/MA/Boston/210-Wachusett-St-02130/unit-1/home/146044029,MLS PIN,72345739,N,Y,42.2924626,-71.1166054
PAST SALE,July-20-2018,Condo/Co-op,143-171 Hyde Park Ave Unit 171-1,Boston,MA,02130,745000,3,2.5,Jamaica Plain,1702,52356,2017,16,438,408,Sold,,,http://www.redfin.com/MA/Boston/143-Hyde-Park-Ave-02130/unit-171-1/home/146043720,MLS PIN,72345634,N,Y,42.2983186,-71.1148084
PAST SALE,July-20-2018,Condo/Co-op,14 Asticou Rd #2,Boston,MA,02130,699000,4,1.5,Jamaica Plain,1902,2939,1910,16,368,245,Sold,,,http://www.redfin.com/MA/Boston/14-Asticou-Rd-02130/unit-2/home/145311859,MLS PIN,72308598,N,Y,42.3001714,-71.1151663
PAST SALE,July-30-2018,Single Family Residential,44 Bournedale Rd,Boston,MA,02130,702000,3,1.0,Jamaica Plain,1456,4196,1925,6,482,,Sold,,,http://www.redfin.com/MA/Boston/44-Bournedale-Rd-02130/home/9152550,MLS PIN,72314366,N,Y,42.2915675,-71.1148414
PAST SALE,,Condo/Co-op,68 Wenham St #3,Boston,MA,02130,662500,3,1.0,,1540,,1910,,430,,,,,http://www.redfin.com/MA/Boston/68-Wenham-St-02130/unit-3/home/9225674,,,N,Y,42.2975558,-71.1142078
PAST SALE,July-20-2018,Condo/Co-op,184 Wachusett St #2,Boston,MA,02130,549000,3,2.0,Jamaica Plain,1351,,1910,16,406,180,Sold,,,http://www.redfin.com/MA/Boston/184-Wachusett-St-02130/unit-2/home/9314522,MLS PIN,72329067,N,Y,42.2930877,-71.1164875
PAST SALE,July-23-2018,Condo/Co-op,64 Hyde Park Ave #2,Boston,MA,02130,525000,3,1.5,Jamaica Plain's Forest Hills,1307,6852,1920,13,402,252,Sold,,,http://www.redfin.com/MA/Boston/64-Hyde-Park-Ave-02130/unit-2/home/9324681,MLS PIN,72349129,N,Y,42.2982129,-71.1142282
PAST SALE,August-3-2018,Condo/Co-op,60 Wenham St #2,Boston,MA,02130,635000,4,3.0,Jamaica Plain,2058,6057,1917,2,309,250,Sold,,,http://www.redfin.com/MA/Boston/60-Wenham-St-02130/unit-2/home/9320094,MLS PIN,72344905,N,Y,42.2973217,-71.1143957
PAST SALE,May-18-2018,Multi-Family (2-4 Unit),22 Orchard St,Boston,MA,02130,1550000,6,3.0,Jamaica Plain,3870,6695,1910,79,401,,Sold,,,http://www.redfin.com/MA/Jamaica-Plain/22-Orchard-St-02130/home/9148828,MLS PIN,72296547,N,Y,42.3099912,-71.1204583
PAST SALE,May-7-2018,Multi-Family (2-4 Unit),25 McBride St,Boston,MA,02130,925000,5,3.5,Jamaica Plain,2512,4000,1899,90,368,,Sold,,,http://www.redfin.com/MA/Jamaica-Plain/25-McBride-St-02130/home/9150002,MLS PIN,72290172,N,Y,42.3058083,-71.1140058
PAST SALE,June-4-2018,Townhouse,16 McBride St #2,Boston,MA,02130,987500,3,2.5,Jamaica Plain,1823,,2017,62,542,250,Sold,,,http://www.redfin.com/MA/Boston/16-McBride-St-02130/unit-2/home/144228593,MLS PIN,72249816,N,Y,42.3061037,-71.1142128
PAST SALE,,Multi-Family (2-4 Unit),26 Bardwell St,Jamaica Plain,MA,02130,1050000,3,3.0,,1863,3240,1920,,564,,,,,http://www.redfin.com/MA/Jamaica-Plain/26-Bardwell-St-02130/home/9148042,,,N,Y,42.3079808,-71.1171624
PAST SALE,June-25-2018,Townhouse,4 Hagar St #1,Boston,MA,02130,780000,3,2.0,Jamaica Plain,1148,,1900,41,679,200,Sold,,,http://www.redfin.com/MA/Boston/4-Hagar-St-02130/unit-1/home/145601791,MLS PIN,72324507,N,Y,42.3107109,-71.1159555
PAST SALE,June-28-2018,Condo/Co-op,34 Dunster Rd #1,Boston,MA,02130,655000,2,1.0,Jamaica Plain,1056,5327,1920,38,620,270,Sold,,,http://www.redfin.com/MA/Boston/34-Dunster-Rd-02130/unit-1/home/145676925,MLS PIN,72329217,N,Y,42.3099834,-71.1182301
PAST SALE,June-29-2018,Condo/Co-op,35 Rosemary St #1,Boston,MA,02130,540000,3,1.0,Boston,1027,,1890,37,526,150,Sold,,,http://www.redfin.com/MA/Boston/35-Rosemary-St-02130/unit-1/home/138046171,MLS PIN,72319813,N,Y,42.304222,-71.1131682
PAST SALE,,Multi-Family (2-4 Unit),13 Hall St,Jamaica Plain,MA,02130,1025000,6,3.0,,2606,4193,1875,,393,,,,,http://www.redfin.com/MA/Jamaica-Plain/13-Hall-St-02130/home/9150193,,,N,Y,42.30468,-71.1141451
PAST SALE,June-29-2018,Townhouse,4 Hagar St #3,Boston,MA,02130,810000,3,2.0,Jamaica Plain,1140,,1900,37,711,200,Sold,,,http://www.redfin.com/MA/Boston/4-Hagar-St-02130/unit-3/home/145601792,MLS PIN,72324508,N,Y,42.3107109,-71.1159555
PAST SALE,June-8-2018,Condo/Co-op,159 South St Unit 2L,Boston,MA,02130,430000,2,1.0,Jamaica Plain,818,818,1927,58,526,302,Sold,,,http://www.redfin.com/MA/Jamaica-Plain/159-South-St-02130/unit-2L/home/11737914,MLS PIN,72278737,N,Y,42.3044574,-71.114911
PAST SALE,June-22-2018,Single Family Residential,75 Jamaica St,Boston,MA,02130,1137000,4,2.5,Jamaica Plain,2306,3360,1890,44,493,,Sold,,,http://www.redfin.com/MA/Jamaica-Plain/75-Jamaica-St-02130/home/9150356,MLS PIN,72306252,N,Y,42.3052301,-71.1178123
PAST SALE,June-22-2018,Condo/Co-op,2 Ballard Way #1,Boston,MA,02130,540000,2,1.0,Boston,815,815,1880,44,663,150,Sold,,,http://www.redfin.com/MA/Boston/2-Ballard-Way-02130/unit-1/home/40352858,MLS PIN,72314511,N,Y,42.3063328,-71.1176055
PAST SALE,,Condo/Co-op,31 Jamaica St #1,Boston,MA,02130,450000,2,1.0,,741,,1870,,607,,,,,http://www.redfin.com/MA/Boston/31-Jamaica-St-02130/unit-1/home/28923967,,,N,Y,42.3060635,-71.1172855
PAST SALE,May-15-2018,Condo/Co-op,11 Aldworth St #2,Boston,MA,02130,1205000,3,2.0,Jamaica Plain,1934,4867,1920,82,623,308,Sold,,,http://www.redfin.com/MA/Boston/11-Aldworth-St-02130/unit-2/home/9315938,MLS PIN,72310166,N,Y,42.3092144,-71.1183364
PAST SALE,,Condo/Co-op,33 Rosemary St #1,Boston,MA,02130,540000,3,1.0,,1027,,1890,,526,,,,,http://www.redfin.com/MA/Boston/33-Rosemary-St-02130/unit-1/home/9138235,,,N,Y,42.3040241,-71.1130735
PAST SALE,June-27-2018,Condo/Co-op,45 Hall St #2,Boston,MA,02130,520000,2,1.0,Jamaica Plain,822,,1905,39,633,250,Sold,,,http://www.redfin.com/MA/Boston/45-Hall-St-02130/unit-2/home/9314610,MLS PIN,72341195,N,Y,42.3046548,-71.1128511
