SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,459 Massachusetts Ave #5,Boston,MA,02118,849000,2,1.0,South End,964,964,1899,47,881,256,Active,,,http://www.redfin.com/MA/Boston/459-Massachusetts-Ave-02118/unit-5/home/9227752,MLS PIN,72348743,N,Y,42.3400198,-71.0814812
MLS Listing,,Condo/Co-op,80 A St #3,Boston,MA,02127,899000,2,2.0,Seaport District,1199,,2004,47,750,389,Active,,,http://www.redfin.com/MA/Boston/80-A-St-02127/unit-3/home/137691964,MLS PIN,72348707,N,Y,42.3424272,-71.0548435
MLS Listing,,Townhouse,80 Liverpool St #80,Boston,MA,02128,720000,3,2.5,East Boston,1703,,2018,47,423,337,Active,,,http://www.redfin.com/MA/Boston/80-Liverpool-St-02128/unit-80/home/146076854,MLS PIN,72348705,N,Y,42.3720668,-71.0412799
MLS Listing,,Condo/Co-op,17 Florence St #18,Boston,MA,02131,195000,1,1.0,Roslindale,740,,1899,47,264,840,Active,,,http://www.redfin.com/MA/Roslindale/17-Florence-St-02131/unit-18/home/16899748,MLS PIN,72348600,N,Y,42.2847156,-71.1280177
MLS Listing,,Single Family Residential,56 Monterey Ave,Boston,MA,02126,409900,3,1.0,Boston,1040,4478,1950,47,394,,Active,,,http://www.redfin.com/MA/Mattapan/56-Monterey-Ave-02126/home/9157035,MLS PIN,72348541,N,Y,42.2757285,-71.1014602
MLS Listing,,Single Family Residential,703 Washington St,Boston,MA,02124,540000,6,1.5,Dorchester's Dorchester Center,2300,2340,1890,47,235,,Active,,,http://www.redfin.com/MA/Dorchester-Center/703-Washington-St-02124/home/9082546,MLS PIN,72348512,N,Y,42.2869177,-71.0714352
MLS Listing,,Condo/Co-op,112 Fulton St Unit 1C,Boston,MA,02109,789000,2,1.0,Waterfront,1279,,1900,47,617,580,Active,,,http://www.redfin.com/MA/Boston/112-Fulton-St-02109/unit-1C/home/9278982,MLS PIN,72348489,N,Y,42.3630078,-71.0526786
MLS Listing,,Condo/Co-op,1 Franklin St #2601,Boston,MA,02110,2395000,2,2.5,Midtown,1426,,2016,47,1680,1473,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-2601/home/145254535,MLS PIN,72348479,N,Y,42.35631,-71.05945
MLS Listing,,Townhouse,198 W Springfield #2,Boston,MA,02118,799000,2,1.0,South End,791,,1890,47,1010,196,Active,,,http://www.redfin.com/MA/Boston/198-W-Springfield-St-02118/unit-2/home/9287112,MLS PIN,72348411,N,Y,42.3401053,-71.0803105
MLS Listing,,Condo/Co-op,65 Rutland St #1,Boston,MA,02118,1999000,2,2.5,South End,1976,1976,1899,47,1012,495,Active,,,http://www.redfin.com/MA/Boston/65-Rutland-St-02118/unit-1/home/9316946,MLS PIN,72348396,N,Y,42.3404028,-71.0763451
MLS Listing,,Condo/Co-op,16 Boardman St #307,Boston,MA,02128,519000,1,1.0,East Boston,759,,2018,47,684,233,Active,,,http://www.redfin.com/MA/Boston/16-Boardman-St-02128/unit-307/home/146075601,MLS PIN,72348307,N,Y,42.3874289,-71.0089407
MLS Listing,,Vacant Land,48 Hansborough,Boston,MA,02124,250000,,,Dorchester,,4000,,47,,,Active,,,http://www.redfin.com/MA/Boston/48-Hansborough-St-02124/home/85681282,MLS PIN,72348269,N,Y,42.288047,-71.092409
MLS Listing,,Condo/Co-op,189 Trenton St #2,Boston,MA,02128,689000,2,2.0,East Boston,1125,,1900,48,612,257,Active,,,http://www.redfin.com/MA/Boston/189-Trenton-St-02128/unit-2/home/146075029,MLS PIN,72348151,N,Y,42.3804144,-71.0318781
MLS Listing,,Single Family Residential,171 Everett St,Boston,MA,02134,879000,5,2.5,Allston,1798,4500,1900,48,489,,Active,,,http://www.redfin.com/MA/Allston/171-Everett-St-02134/home/8993962,MLS PIN,72347876,N,Y,42.3589266,-71.1369373
MLS Listing,,Condo/Co-op,580 Washington St Ph 3,Boston,MA,02111,3195000,3,3.0,Midtown,1882,1882,2013,48,1698,2509,Active,,,http://www.redfin.com/MA/Boston/580-Washington-St-02111/unit-3/home/85680664,MLS PIN,72347807,N,Y,42.3533804,-71.0619769
MLS Listing,,Condo/Co-op,89 Train St #1,Boston,MA,02122,465000,2,1.5,Dorchester,927,,1885,48,502,175,Active,,,http://www.redfin.com/MA/Dorchester/89-Train-St-02122/unit-1/home/28552578,MLS PIN,72347801,N,Y,42.2927415,-71.0543964
MLS Listing,,Condo/Co-op,100 A #102,Boston,MA,02127,1849000,2,2.5,South Boston,1785,,2018,48,1036,500,Active,,,http://www.redfin.com/MA/Boston/100-A-St-02127/unit-102/home/146073387,MLS PIN,72347723,N,Y,42.3427308,-71.0546053
MLS Listing,,Condo/Co-op,100 A #301,Boston,MA,02127,2049000,2,2.5,Seaport District,1840,,2018,48,1114,500,Active,,,http://www.redfin.com/MA/Boston/100-A-St-02127/unit-301/home/146073386,MLS PIN,72347721,N,Y,42.3427308,-71.0546053
MLS Listing,,Condo/Co-op,121 Tremont St Unit A4,Boston,MA,02135,459900,2,1.0,Brighton,909,909,1964,48,506,455,Active,,,http://www.redfin.com/MA/Boston/121-Tremont-St-02135/unit-A4/home/9040738,MLS PIN,72347610,N,Y,42.3518915,-71.1734404
MLS Listing,,Townhouse,50 Waverly St #0,Boston,MA,02135,985000,3,2.5,Brighton,1990,,2018,49,495,180,Active,,,http://www.redfin.com/MA/Boston/50-Waverly-St-02135/unit-C/home/146016883,MLS PIN,72347436,N,Y,42.3608369,-71.1422754
MLS Listing,,Condo/Co-op,166 Marlborough St Unit 3/4,Boston,MA,02116,3800000,4,2.5,Back Bay,2121,,1874,50,1792,1035,Active,,,http://www.redfin.com/MA/Boston/166-Marlborough-St-02116/unit-3-4/home/146060430,MLS PIN,72347324,N,Y,42.3525107,-71.0792347
MLS Listing,,Condo/Co-op,145 Pinckney St #210,Boston,MA,02114,699000,1,1.0,Beacon Hill,690,,1952,50,1013,579,Active,,,http://www.redfin.com/MA/Boston/145-Pinckney-St-02114/unit-210/home/9255870,MLS PIN,72347240,N,Y,42.3590978,-71.0715924
MLS Listing,,Single Family Residential,182 Savannah Ave,Boston,MA,02126,649000,5,4.5,Mattapan,3314,6400,1950,51,196,,Active,,,http://www.redfin.com/MA/Mattapan/182-Savannah-Ave-02126/home/9160155,MLS PIN,72347109,N,Y,42.2726984,-71.1018432
MLS Listing,,Multi-Family (5+ Unit),217-219 Lamartine St,Boston,MA,02130,3700000,19,8.0,Jamaica Plain,4560,16061,1898,51,811,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/217-219-Lamartine-St-02130/home/9138956,MLS PIN,72347106,N,Y,42.315986,-71.105994
MLS Listing,,Condo/Co-op,2 Avery St Ph 2A,Boston,MA,02111,10500000,5,5.5,Midtown,4703,,2000,51,2233,7396,Active,,,http://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-2A/home/9313300,MLS PIN,72346881,N,Y,42.3528703,-71.0629976
MLS Listing,,Multi-Family (2-4 Unit),54-56 Belmont St,Boston,MA,02129,5900000,12,10.5,Charlestown,8500,9999,2018,51,694,,Active,,,http://www.redfin.com/MA/Charlestown/54-Belmont-St-02129/home/9055267,MLS PIN,72346682,N,Y,42.3819529,-71.0650055
MLS Listing,,Townhouse,54-56 Belmont St #2,Boston,MA,02129,1999000,3,3.5,Charlestown,2700,,2018,51,740,,Active,,,http://www.redfin.com/MA/Boston/54-Belmont-St-02129/unit-2/home/146049840,MLS PIN,72346681,N,Y,42.3819529,-71.0650055
MLS Listing,,Condo/Co-op,121 Portland St #605,Boston,MA,02114,535000,1,1.0,Midtown,482,,2017,51,1110,378,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-605/home/102546450,MLS PIN,72346644,N,Y,42.3635838,-71.0605017
MLS Listing,,Condo/Co-op,285 Bowen St #1,Boston,MA,02127,765000,3,2.5,South Boston,1159,,1890,52,660,150,Active,,,http://www.redfin.com/MA/Boston/285-Bowen-St-02127/unit-1/home/9303060,MLS PIN,72346569,N,Y,42.3344081,-71.0487271
MLS Listing,,Condo/Co-op,35 ROSSMORE Rd #3,Boston,MA,02130,649000,2,2.0,Jamaica Plain,905,7200,1900,52,717,235,Active,,,http://www.redfin.com/MA/Boston/35-Rossmore-Rd-02130/unit-3/home/146048536,MLS PIN,72346559,N,Y,42.3046539,-71.1072282
MLS Listing,,Condo/Co-op,35 ROSSMORE Rd #2,Boston,MA,02130,649000,2,2.0,Jamaica Plain,905,7200,1900,52,717,235,Active,,,http://www.redfin.com/MA/Boston/35-Rossmore-Rd-02130/unit-2/home/146048507,MLS PIN,72346555,N,Y,42.3046539,-71.1072282
MLS Listing,,Condo/Co-op,35 ROSSMORE Rd #1,Boston,MA,02130,639000,2,2.0,Jamaica Plain,905,7200,1900,52,706,230,Active,,,http://www.redfin.com/MA/Boston/35-Rossmore-Rd-02130/unit-1/home/146048504,MLS PIN,72346551,N,Y,42.3046539,-71.1072282
MLS Listing,,Condo/Co-op,1 Avery St Unit 11G,Boston,MA,02111,1395000,2,2.5,Midtown,1402,,2001,52,995,1835,Active,,,http://www.redfin.com/MA/Boston/1-Avery-St-02111/unit-11G/home/9312396,MLS PIN,72346474,N,Y,42.3534171,-71.06251
MLS Listing,,Single Family Residential,2 Florence St,Boston,MA,02131,999000,8,2.5,Roslindale,4448,5286,1902,52,225,,Active,,,http://www.redfin.com/MA/Roslindale/2-Florence-St-02131/home/9179479,MLS PIN,72346079,N,Y,42.2851479,-71.1285586
MLS Listing,,Single Family Residential,3 Old Lantern Cir,Paxton,MA,01612,549000,5,4.0,"""Candlewood Estates""",3714,58125,1982,52,148,,Active,,,http://www.redfin.com/MA/Brighton/1612-Commonwealth-Ave-02135/home/16581237,MLS PIN,72346061,N,Y,42.3433526,-71.1426453
MLS Listing,,Multi-Family (2-4 Unit),516 Washington St,Boston,MA,02135,1499000,10,3.0,Brighton,3525,3784,1900,52,425,,Active,,,http://www.redfin.com/MA/Brighton/516-Washington-St-02135/home/9038367,MLS PIN,72346034,N,Y,42.3488397,-71.1627917
MLS Listing,,Condo/Co-op,8 Ransom Rd #16,Boston,MA,02135,515000,2,2.0,Boston,814,,1930,52,633,373,Active,,,http://www.redfin.com/MA/Boston/8-Ransom-Rd-02135/unit-16/home/9003802,MLS PIN,72345947,N,Y,42.3434948,-71.14439
MLS Listing,,Condo/Co-op,52 Fayette St #2,Boston,MA,02116,998500,2,2.0,South End,1036,1036,1875,52,964,150,Active,,,http://www.redfin.com/MA/Boston/52-Fayette-St-02116/unit-2/home/9317576,MLS PIN,72345919,N,Y,42.3482635,-71.0682312
MLS Listing,,Multi-Family (2-4 Unit),67 Webster St,Boston,MA,02128,799900,3,3.0,Boston,2068,1100,1900,52,387,,Active,,,http://www.redfin.com/MA/Boston/67-Webster-St-02128/home/9112031,MLS PIN,72345811,N,Y,42.3671211,-71.0381578
MLS Listing,,Condo/Co-op,60 Seymour St #3,Boston,MA,02131,459000,3,2.0,Roslindale,990,,1920,52,464,225,Active,,,http://www.redfin.com/MA/Boston/60-Seymour-St-02131/unit-3/home/146044524,MLS PIN,72345799,N,Y,42.2796681,-71.1211546
MLS Listing,,Condo/Co-op,111 Perkins St #037,Boston,MA,02130,559000,2,1.0,Jamaica Plain,1130,,1963,53,495,1112,Active,,,http://www.redfin.com/MA/Boston/111-Perkins-St-02130/unit-037/home/146043735,MLS PIN,72345640,N,Y,42.3222155,-71.1159742
MLS Listing,,Single Family Residential,3 Avalon Rd,Milton,MA,02186,759900,3,1.5,Columbine,1800,5145,1915,53,422,,Active,,,http://www.redfin.com/MA/Milton/3-Avalon-Rd-02186/home/8913265,MLS PIN,72345625,N,Y,42.2670866,-71.0826121
MLS Listing,,Vacant Land,55 Hillock St,Boston,MA,02131,224999,,,Boston,,5820,,53,,,Active,,,http://www.redfin.com/MA/Roslindale/55-Hillock-St-02131/home/9173585,MLS PIN,72345603,N,Y,42.2836945,-71.140233
MLS Listing,,Condo/Co-op,867 Saratoga St #1,Boston,MA,02128,469000,2,1.0,East Boston,1109,1109,2013,53,423,276,Active,,,http://www.redfin.com/MA/Boston/867-Saratoga-St-02128/unit-1/home/85680332,MLS PIN,72345594,N,Y,42.3852108,-71.0126598
MLS Listing,,Condo/Co-op,157 Newbury St #5,Boston,MA,02116,2700000,3,2.5,Back Bay,1488,,1899,53,1815,810,Active,,,http://www.redfin.com/MA/Boston/157-Newbury-St-02116/unit-5/home/146043516,MLS PIN,72345558,N,Y,42.350923,-71.078556
MLS Listing,,Condo/Co-op,8 Whittier Pl Unit 23B,Boston,MA,02114,535000,1,1.0,West End,935,935,1964,53,572,901,Active,,,http://www.redfin.com/MA/Boston/8-Whittier-Pl-02114/unit-23B/home/9229083,MLS PIN,72345427,N,Y,42.3654839,-71.06728
MLS Listing,,Condo/Co-op,110 Broad St #404,Boston,MA,02110,2675000,2,2.5,Waterfront,1917,,2018,53,1395,1051,Active,,,http://www.redfin.com/MA/Boston/110-Broad-St-02110/unit-404/home/112896927,MLS PIN,72345264,N,Y,42.3573892,-71.0520518
MLS Listing,,Condo/Co-op,36 Symphony Rd Unit 4B,Boston,MA,02115,1395000,4,1.5,The Fenway,1140,1140,1890,53,1224,425,Active,,,http://www.redfin.com/MA/Boston/36-Symphony-Rd-02115/unit-4B/home/9267448,MLS PIN,72345179,N,Y,42.3428242,-71.0885069
MLS Listing,,Single Family Residential,10 Jaeger Ter,Boston,MA,02130,995000,3,2.5,MOSS HILL,2100,10890,1940,53,474,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/10-Jaeger-Ter-02130/home/9148479,MLS PIN,72345156,N,Y,42.3123686,-71.1270036
MLS Listing,,Townhouse,86 Sanborn Ave #2,Boston,MA,02132,494000,4,2.0,West Roxbury,1960,1996,1930,53,252,250,Active,,,http://www.redfin.com/MA/Boston/86-Sanborn-Ave-02132/unit-2/home/9313806,MLS PIN,72345127,N,Y,42.2822191,-71.1666105
MLS Listing,,Multi-Family (2-4 Unit),50 N Margin,Boston,MA,02113,3100000,8,5.0,North End,3900,1068,1894,53,795,,Active,,,http://www.redfin.com/MA/Boston/50-N-Margin-St-02113/home/9277510,MLS PIN,72344955,N,Y,42.3646789,-71.0568107
MLS Listing,,Single Family Residential,46 Lucerne,Boston,MA,02124,325000,2,2.0,Dorchester,1208,1950,1991,53,269,,Active,,,http://www.redfin.com/MA/Boston/46-Lucerne-St-02124/home/9063452,MLS PIN,72344935,N,Y,42.2877384,-71.088009
MLS Listing,,Condo/Co-op,20 Rowes Wharf #701,Boston,MA,02110,1475000,1,2.0,Waterfront,1045,1045,1987,53,1411,1510,Active,,,http://www.redfin.com/MA/Boston/20-Rowes-Wharf-02110/unit-701/home/9229939,MLS PIN,72344846,N,Y,42.3566639,-71.0497268
MLS Listing,,Single Family Residential,99 Brooks St,Boston,MA,02135,679000,4,2.0,Brighton,2250,10000,1890,53,302,,Active,,,http://www.redfin.com/MA/Brighton/99-Brooks-St-02135/home/9030879,MLS PIN,72344716,N,Y,42.3540275,-71.163163
MLS Listing,,Multi-Family (2-4 Unit),43 Cliftondale St,Boston,MA,02131,579900,4,2.0,Boston,2130,6400,1920,54,272,,Active,,,http://www.redfin.com/MA/Roslindale/43-Cliftondale-St-02131/home/9175948,MLS PIN,72344588,N,Y,42.2825009,-71.13081
MLS Listing,,Single Family Residential,26 hackensack Rd,Brookline,MA,02467,680000,3,2.0,allendale,1400,3700,1940,54,486,,Active,,,http://www.redfin.com/MA/Chestnut-Hill/26-Hackensack-Rd-02467/home/11494170,MLS PIN,72344590,N,Y,42.3015762,-71.141115
MLS Listing,,Multi-Family (2-4 Unit),17 Harvard Ave,Boston,MA,02121,890000,6,3.0,Dorchester,3293,4021,1885,54,270,,Active,,,http://www.redfin.com/MA/Dorchester/17-Harvard-Ave-02121/home/9082208,MLS PIN,72344426,N,Y,42.2998394,-71.0752885
MLS Listing,,Multi-Family (2-4 Unit),738 E Third St,Boston,MA,02127,1099000,4,3.0,South Boston,1806,3125,1925,54,609,,Active,,,http://www.redfin.com/MA/Boston/738-E-3rd-St-02127/home/9197198,MLS PIN,72344367,N,Y,42.3366774,-71.0301318
MLS Listing,,Single Family Residential,36 VFW Pkwy,Boston,MA,02132,1249000,4,2.5,West Roxbury,2800,8473,2018,54,446,,Active,,,http://www.redfin.com/MA/West-Roxbury/36-VFW-Pkwy-02132/home/9167661,MLS PIN,72344277,N,Y,42.295497,-71.1390261
MLS Listing,,Multi-Family (2-4 Unit),809 E Broadway,Boston,MA,02127,1999000,4,4.0,South Boston,3784,2750,1910,54,528,,Active,,,http://www.redfin.com/MA/Boston/809-E-Broadway-02127/home/9197505,MLS PIN,72344257,N,Y,42.3354209,-71.032248
MLS Listing,,Condo/Co-op,695 E 8Th St #1,Boston,MA,02127,689900,2,1.5,South Boston,1054,,1875,54,655,262,Active,,,http://www.redfin.com/MA/Boston/695-E-8th-St-02127/unit-1/home/81803694,MLS PIN,72344197,N,Y,42.3313599,-71.0335533
MLS Listing,,Single Family Residential,9 Penniman Rd,Brookline,MA,02445,2250000,4,4.5,Brookline,4163,13583,1930,54,540,,Active,,,http://www.redfin.com/MA/Brookline/9-Penniman-Rd-02445/home/11483918,MLS PIN,72344173,N,Y,42.3337962,-71.1498879
MLS Listing,,Condo/Co-op,201 W Brookline #201,Boston,MA,02118,4399000,3,3.5,South End,3109,,2018,54,1415,1335,Active,,,http://www.redfin.com/MA/Boston/201-W-Brookline-St-02118/unit-201/home/146037272,MLS PIN,72344109,N,Y,42.3435255,-71.0764028
MLS Listing,,Townhouse,5 chestnut #1,Boston,MA,02108,1675000,2,1.5,Beacon Hill,1381,,1850,54,1213,1213,Active,,,http://www.redfin.com/MA/Boston/5-Chestnut-St-02108/unit-1/home/137721330,MLS PIN,72344076,N,Y,42.357956,-71.0664631
MLS Listing,,Condo/Co-op,18 Laurel Unit B,Boston,MA,02119,469900,3,2.0,Boston,1501,3865,1900,54,313,200,Active,,,http://www.redfin.com/MA/Boston/18-Laurel-St-02119/unit-B/home/89048364,MLS PIN,72343933,N,Y,42.3202062,-71.0849223
MLS Listing,,Multi-Family (2-4 Unit),386-388 Centre St,Boston,MA,02130,2400000,6,3.5,Jamaica Plain,6034,6090,1930,54,398,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/386-Centre-St-02130/home/21768842,MLS PIN,72343918,N,Y,42.3217768,-71.1095958
MLS Listing,,Townhouse,35 Neponset Ave #35,Boston,MA,02131,699000,3,2.5,Roslindale,2684,,2018,55,260,250,Active,,,http://www.redfin.com/MA/Boston/35-Neponset-Ave-02131/unit-35/home/146035796,MLS PIN,72343854,N,Y,42.2862861,-71.1168448
MLS Listing,,Multi-Family (2-4 Unit),35 Concord Sq,Boston,MA,02118,3595000,4,5.0,South End,4000,1870,1867,55,899,,Active,,,http://www.redfin.com/MA/Boston/35-Concord-Sq-02118/home/9284190,MLS PIN,72343804,N,Y,42.3417447,-71.0789678
MLS Listing,,Condo/Co-op,111 Beach St Unit 3E,Boston,MA,02111,1044000,2,2.0,Leather District,1675,,1899,55,623,615,Active,,,http://www.redfin.com/MA/Boston/111-Beach-St-02111/unit-3E/home/17285530,MLS PIN,72343798,N,Y,42.3504614,-71.0579946
MLS Listing,,Condo/Co-op,201 W Brookline #103,Boston,MA,02118,2799000,3,3.0,South End,2069,,2018,55,1353,888,Active,,,http://www.redfin.com/MA/Boston/201-W-Brookline-St-02118/unit-103/home/145239506,MLS PIN,72343676,N,Y,42.3435255,-71.0764028
MLS Listing,,Condo/Co-op,221 Mount Auburn #108,Cambridge,MA,02138,805000,1,1.0,Harvard Square,811,,1960,55,993,942,Active,,,http://www.redfin.com/MA/Cambridge/221-Mt-Auburn-St-02138/unit-108/home/11587378,MLS PIN,72343650,N,Y,42.374825,-71.1302303
MLS Listing,,Multi-Family (2-4 Unit),91 Burrell St,Boston,MA,02119,749999,6,3.0,Roxbury,2457,2096,1892,55,305,,Active,,,http://www.redfin.com/MA/Boston/91-Burrell-St-02119/home/9291055,MLS PIN,72343552,N,Y,42.3236158,-71.0683246
MLS Listing,,Condo/Co-op,183 D #6,Boston,MA,02127,949900,2,2.0,South Boston,1190,2900,2018,55,798,223,Active,,,http://www.redfin.com/MA/Boston/183-D-St-02127/unit-6/home/146032952,MLS PIN,72343438,N,Y,42.3370046,-71.052738
MLS Listing,,Condo/Co-op,1 Franklin #3106,Boston,MA,02110,1439000,1,1.5,Midtown,878,,2016,55,1639,657,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-3106/home/109252913,MLS PIN,72343418,N,Y,42.35631,-71.05945
MLS Listing,,Condo/Co-op,580 Washington St #209,Boston,MA,02111,1350000,2,2.0,Midtown,1170,1170,2013,55,1154,977,Active,,,http://www.redfin.com/MA/Boston/580-Washington-St-02111/unit-209/home/45470137,MLS PIN,72343410,N,Y,42.3532796,-71.0623509
MLS Listing,,Single Family Residential,83 GREEN St,Boston,MA,02130,945000,3,1.0,Boston,1980,2376,1900,56,477,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/83-Green-St-02130/home/9145538,MLS PIN,72343276,N,Y,42.311562,-71.109965
MLS Listing,,Single Family Residential,1 Saint James Pl,Boston,MA,02119,484000,4,1.5,Roxbury's Fort Hill,1255,792,1920,56,386,,Active,,,http://www.redfin.com/MA/Boston/1-St-James-Pl-02119/home/9289179,MLS PIN,72343248,N,Y,42.326692,-71.086467
MLS Listing,,Single Family Residential,51 Selwyn St,Boston,MA,02131,769900,4,2.0,Roslindale,1809,6000,1900,56,426,,Active,,,http://www.redfin.com/MA/Roslindale/51-Selwyn-St-02131/home/9167950,MLS PIN,72343177,N,Y,42.2925841,-71.1339201
MLS Listing,,Townhouse,95 Boardman St #1,Boston,MA,02128,699900,3,2.5,East Boston,1593,,2018,57,439,,Active,,,http://www.redfin.com/MA/Boston/95-Boardman-St-02128/unit-1/home/146022708,MLS PIN,72343078,N,Y,42.3894122,-71.0109524
MLS Listing,,Condo/Co-op,40 Traveler Ph 8,Boston,MA,02118,2888000,3,3.0,South End,1823,,2018,57,1584,1925,Active,,,http://www.redfin.com/MA/Boston/40-Traveler-St-02118/unit-8/home/146016301,MLS PIN,72342882,N,Y,42.3443125,-71.0629483
MLS Listing,,Condo/Co-op,121 Portland St #309,Boston,MA,02114,879900,1,1.5,Midtown,996,,2017,58,883,588,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-309/home/146013405,MLS PIN,72342689,N,Y,42.3635838,-71.0605017
MLS Listing,,Condo/Co-op,232 Old Colony Ave #406,Boston,MA,02127,1175000,2,2.5,South Boston,1514,,2018,58,776,530,Active,,,http://www.redfin.com/MA/Boston/232-Old-Colony-Ave-02127/unit-406/home/146010388,MLS PIN,72342392,N,Y,42.3322021,-71.0532589
MLS Listing,,Condo/Co-op,232 Old Colony Ave #304,Boston,MA,02127,999000,2,2.0,South Boston,1372,,2018,58,728,480,Active,,,http://www.redfin.com/MA/Boston/232-Old-Colony-Ave-02127/unit-304/home/146010297,MLS PIN,72342384,N,Y,42.3322021,-71.0532589
MLS Listing,,Condo/Co-op,25-29 Isabella St #1,Boston,MA,02116,2475000,2,2.5,Bay Village,2007,,2018,59,1233,815,Active,,,http://www.redfin.com/MA/Boston/25-Isabella-St-02116/unit-1/home/146480389,MLS PIN,72342228,N,Y,42.348945,-71.07029
MLS Listing,,Condo/Co-op,2 W 6th St #104,Boston,MA,02127,739000,1,1.0,South Boston,889,,2017,59,831,278,Active,,,http://www.redfin.com/MA/Boston/2-W-6th-St-02127/unit-104/home/144712412,MLS PIN,72342212,N,Y,42.3394612,-71.05709
MLS Listing,,Condo/Co-op,3 Roslin #3,Boston,MA,02124,549999,3,2.0,Dorchester's Ashmont,1032,,1890,59,533,200,Active,,,http://www.redfin.com/MA/Boston/3-Roslin-St-02124/unit-3/home/146003230,MLS PIN,72342074,N,Y,42.286167,-71.0707388
MLS Listing,,Condo/Co-op,346-354 Congress St #401,Boston,MA,02210,1789000,3,2.5,Seaport District,1804,1804,1899,59,992,1328,Active,,,http://www.redfin.com/MA/Boston/346-Congress-St-02210/unit-401/home/26840685,MLS PIN,72341941,N,Y,42.3506311,-71.0484536
MLS Listing,,Multi-Family (2-4 Unit),57 Gerrish St,Boston,MA,02135,1178880,5,4.5,Brighton,3500,3707,1990,59,337,,Active,,,http://www.redfin.com/MA/Brighton/57-Gerrish-St-02135/home/9007927,MLS PIN,72341911,N,Y,42.3566799,-71.1647875
MLS Listing,,Multi-Family (2-4 Unit),15-1/2 Tremlett St,Boston,MA,02124,839000,7,2.0,Dorchester's Codman Square,3252,6245,1870,59,258,,Active,,,http://www.redfin.com/MA/Boston/15-1-2-Tremlett-St-02124/home/9074024,MLS PIN,72341869,N,Y,42.2945852,-71.0704138
MLS Listing,,Condo/Co-op,5 condor St #3,Boston,MA,02128,459000,3,1.0,East Boston,1206,,1899,59,381,222,Active,,,http://www.redfin.com/MA/Boston/5-Condor-St-02128/unit-3/home/21717794,MLS PIN,72341794,N,Y,42.3824241,-71.0400551
MLS Listing,,Single Family Residential,194 Dorchester St,Boston,MA,02127,995000,4,3.0,Dorchester Heights,2260,1480,1862,59,440,,Active,,,http://www.redfin.com/MA/Boston/194-Dorchester-St-02127/home/9190951,MLS PIN,72341508,N,Y,42.3333527,-71.0496864
MLS Listing,,Condo/Co-op,9 W Broadway #425,Boston,MA,02127,949900,2,2.0,South Boston,1042,1042,1906,59,912,660,Active,,,http://www.redfin.com/MA/Boston/9-W-Broadway-02127/unit-425/home/9318777,MLS PIN,72341503,N,Y,42.3423405,-71.0578677
MLS Listing,,Condo/Co-op,71 Willow Ct #1,Boston,MA,02125,649900,2,2.0,Boston,1053,,2016,60,617,177,Active,,,http://www.redfin.com/MA/Boston/71-Willow-Ct-02125/unit-1/home/145285969,MLS PIN,72340868,N,Y,42.3245517,-71.0636645
MLS Listing,,Condo/Co-op,40 Traveler #503,Boston,MA,02118,1399000,2,2.5,South End,1378,,2018,60,1015,1016,Active,,,http://www.redfin.com/MA/Boston/40-Traveler-St-02118/unit-503/home/145994628,MLS PIN,72340839,N,Y,42.3443125,-71.0629483
MLS Listing,,Condo/Co-op,40 Traveler #502,Boston,MA,02118,1199000,2,2.0,South End,1144,,2018,60,1048,999,Active,,,http://www.redfin.com/MA/Boston/40-Traveler-St-02118/unit-502/home/119485529,MLS PIN,72340811,N,Y,42.3443125,-71.0629483
MLS Listing,,Condo/Co-op,40 Traveler #401,Boston,MA,02118,1595000,2,2.5,South End,1348,,2018,60,1183,1108,Active,,,http://www.redfin.com/MA/Boston/40-Traveler-St-02118/unit-401/home/145994364,MLS PIN,72340795,N,Y,42.3443125,-71.0629483
MLS Listing,,Condo/Co-op,1 Charles St S Unit 3G,Boston,MA,02116,1450000,1,1.5,Back Bay,1163,1163,2004,60,1247,1259,Active,,,http://www.redfin.com/MA/Boston/1-Charles-St-S-02116/unit-3G/home/9326127,MLS PIN,72340727,N,Y,42.3511397,-71.0671978
MLS Listing,,Condo/Co-op,150 Dorchester Ave #304,Boston,MA,02127,919000,2,2.0,South Boston,1474,,2007,60,623,495,Active,,,http://www.redfin.com/MA/Boston/150-Dorchester-Ave-02127/unit-304/home/17062315,MLS PIN,72340709,N,Y,42.3418223,-71.0569152
